#,Palabra, Nula[%], Baja[%] , Media[%], Alta[%], PFA,Categoría
1557,estupefacción,10,0,30,60,0.798,Sorpresa
1558,estupefacto,0,10,10,80,0.899,Sorpresa
1559,estupendamente,10,20,30,40,0.664,Sorpresa
1560,estupendo,10,20,20,50,0.698,Sorpresa
1561,estúpido,70,30,0,0,0.099,Sorpresa
1562,estupor,0,30,10,60,0.765,Sorpresa
1563,exclamación,30,10,40,20,0.497,Sorpresa
1564,extrañar,50,40,10,0,0.198,Sorpresa
1565,extrañeza,20,40,20,20,0.464,Sorpresa
1566,extraordinario,20,10,20,50,0.665,Sorpresa
1567,fabuloso,10,30,30,30,0.597,Sorpresa
1568,fantásticamente,0,20,50,30,0.696,Sorpresa
1569,fantástico,0,10,50,40,0.763,Sorpresa
1570,fascinacion,10,10,50,30,0.663,Sorpresa
1571,fascinante,0,20,40,40,0.73,Sorpresa
1572,frustrar,70,10,20,0,0.165,Sorpresa
1573,golpe,60,10,20,10,0.265,Sorpresa
1574,grandioso,10,20,40,30,0.63,Sorpresa
1575,gritar,0,40,60,0,0.528,Sorpresa
1576,grito,0,40,60,0,0.528,Sorpresa
1577,horrible,10,50,40,0,0.429,Sorpresa
1578,idiotizar,70,30,0,0,0.099,Sorpresa
1579,imbécil,90,10,0,0,0.033,Sorpresa
1580,impactar,10,20,10,60,0.732,Sorpresa
1581,impresión,10,10,30,50,0.731,Sorpresa
1582,impresionante,0,10,10,80,0.899,Sorpresa
1583,impresionar,0,10,20,70,0.865,Sorpresa
1584,inaudito,0,10,10,80,0.899,Sorpresa
1585,increible,0,0,10,90,0.966,Sorpresa
1586,increíblemente,0,10,10,80,0.899,Sorpresa
1587,inepto,80,20,0,0,0.066,Sorpresa
1588,interrogante,40,40,10,10,0.298,Sorpresa
1589,interrogar,30,50,10,10,0.331,Sorpresa
1590,intrigar,20,30,50,0,0.429,Sorpresa
1591,lelo,80,20,0,0,0.066,Sorpresa
1592,llegar,60,30,10,0,0.165,Sorpresa
1593,llevar,70,20,10,0,0.132,Sorpresa
1594,macanudo,0,20,40,40,0.73,Sorpresa
1595,maravilla,0,10,10,80,0.899,Sorpresa
1596,maravillar,0,0,30,70,0.898,Sorpresa
1597,maravillosamente,0,0,20,80,0.932,Sorpresa
1598,maravilloso,0,0,10,90,0.966,Sorpresa
1599,miedo,30,50,20,0,0.297,Sorpresa
1600,milagro,0,20,30,50,0.764,Sorpresa
1601,mirífico,0,10,0,90,0.933,Sorpresa
1602,misterio,40,30,20,10,0.331,Sorpresa
1603,mistificar,70,20,10,0,0.132,Sorpresa
1604,mudo,60,20,20,0,0.198,Sorpresa
1605,nefando,80,20,0,0,0.066,Sorpresa
1606,noqueado,30,50,20,0,0.297,Sorpresa
1607,noquear,40,50,10,0,0.231,Sorpresa
1608,obtuso,80,20,0,0,0.066,Sorpresa
1609,ofuscar,40,40,20,0,0.264,Sorpresa
1610,pasmar,20,10,40,30,0.597,Sorpresa
1611,pasmo,40,20,20,20,0.398,Sorpresa
1612,pasmosamente,30,30,20,20,0.431,Sorpresa
1613,pasmoso,20,20,30,30,0.564,Sorpresa
1614,perplejidad,10,10,30,50,0.731,Sorpresa
1615,perplejo,0,20,30,50,0.764,Sorpresa
1616,portento,0,20,50,30,0.696,Sorpresa
1617,portentosamente,20,0,50,30,0.63,Sorpresa
1618,portentoso,0,20,50,30,0.696,Sorpresa
1619,preguntar,40,60,0,0,0.198,Sorpresa
1620,prodigiosamente,10,20,50,20,0.596,Sorpresa
1621,prodigiosidad,10,30,40,20,0.563,Sorpresa
1622,prodigioso,0,30,50,20,0.629,Sorpresa
1623,quedar,50,0,50,0,0.33,Sorpresa
1624,quimérico,30,40,20,10,0.364,Sorpresa
1625,quisicosa,40,20,40,0,0.33,Sorpresa
1626,recibir,30,40,20,10,0.364,Sorpresa
1627,repente,10,20,40,30,0.63,Sorpresa
1628,repentino,0,20,50,30,0.696,Sorpresa
1629,rompecabezas,70,30,0,0,0.099,Sorpresa
1630,shock,10,20,30,40,0.664,Sorpresa
1631,shoqueado,10,10,30,50,0.731,Sorpresa
1632,sobrecoger,40,10,40,10,0.397,Sorpresa
1633,sobrecogimiento,40,10,30,20,0.431,Sorpresa
1634,sobresalto,30,10,20,40,0.565,Sorpresa
1635,sonso,80,20,0,0,0.066,Sorpresa
1636,sorprendente,0,0,10,90,0.966,Sorpresa
1637,sorprendentemente,0,0,20,80,0.932,Sorpresa
1638,sorprender,0,0,10,90,0.966,Sorpresa
1639,sorpresa,0,0,10,90,0.966,Sorpresa
1640,sorpresivamente,0,0,10,90,0.966,Sorpresa
1641,sorpresivo,0,0,10,90,0.966,Sorpresa
1642,subito,10,0,70,20,0.662,Sorpresa
1643,suspenso,10,30,50,10,0.529,Sorpresa
1644,susto,0,30,40,30,0.663,Sorpresa
1645,tambaleante,60,40,0,0,0.132,Sorpresa
1646,tambalear,60,40,0,0,0.132,Sorpresa
1647,titubeante,70,30,0,0,0.099,Sorpresa
1648,titubear,70,30,0,0,0.099,Sorpresa
1649,traspiés,90,10,0,0,0.033,Sorpresa
1650,tremendo,20,30,50,0,0.429,Sorpresa
1651,zonzo,80,20,0,0,0.066,Sorpresa
1652,zopenco,80,20,0,0,0.066,Sorpresa
1653,abajamiento,20,30,30,20,0.497,Tristeza
1654,abajo ,20,60,10,10,0.364,Tristeza
1655,abandonamiento,0,10,20,70,0.865,Tristeza
1656,abandonar,0,0,30,70,0.898,Tristeza
1657,abatidamente,0,20,10,70,0.832,Tristeza
1658,abatido,0,10,20,70,0.865,Tristeza
1659,abatimiento,0,20,20,60,0.798,Tristeza
1660,abatir,0,30,10,60,0.765,Tristeza
1661,abochornar,50,20,30,0,0.264,Tristeza
1662,abrumar ,30,20,40,10,0.43,Tristeza
1663,aburrir,30,60,10,0,0.264,Tristeza
1664,aciago,10,30,40,20,0.563,Tristeza
1665,acongojar,0,0,60,40,0.796,Tristeza
1666,acuitadamente,0,70,20,10,0.463,Tristeza
1667,acuitar,0,40,50,10,0.562,Tristeza
1668,adolecer,0,50,30,20,0.563,Tristeza
1669,adverso,30,20,30,20,0.464,Tristeza
1670,aflicción,0,20,30,50,0.764,Tristeza
1671,afligidamente,0,0,50,50,0.83,Tristeza
1672,afligido,0,0,50,50,0.83,Tristeza
1673,afligir,0,0,60,40,0.796,Tristeza
1674,agobiado,0,20,30,50,0.764,Tristeza
1675,agobiante,0,20,40,40,0.73,Tristeza
1676,agobiantemente,0,20,40,40,0.73,Tristeza
1677,agobiar,0,30,30,40,0.697,Tristeza
1678,agraviar,30,50,10,10,0.331,Tristeza
1679,aguantar,30,40,20,10,0.364,Tristeza
1680,aherrojar,50,40,10,0,0.198,Tristeza
1681,ahogo,10,50,30,10,0.463,Tristeza
1682,alicaído,20,40,20,20,0.464,Tristeza
1683,aliquebrado,10,50,20,20,0.497,Tristeza
1684,alma,50,50,0,0,0.165,Tristeza
1685,amargo,40,40,20,0,0.264,Tristeza
1686,amargura,20,0,80,0,0.528,Tristeza
1687,amurriar,10,10,40,40,0.697,Tristeza
1688,angustia,0,10,50,40,0.763,Tristeza
1689,angustiadamente,0,30,30,40,0.697,Tristeza
1690,angustiar,0,10,60,30,0.729,Tristeza
1691,angustioso,0,10,50,40,0.763,Tristeza
1692,aniquilar ,0,70,20,10,0.463,Tristeza
1693,añicos,0,70,20,10,0.463,Tristeza
1694,apabullar ,10,50,40,0,0.429,Tristeza
1695,apenar,20,50,20,10,0.397,Tristeza
1696,apiadarse,30,20,30,20,0.464,Tristeza
1697,aplanar ,70,20,0,10,0.166,Tristeza
1698,aplastar,60,20,10,10,0.232,Tristeza
1699,aquejar,20,30,30,20,0.497,Tristeza
1700,arrastradamente,40,30,30,0,0.297,Tristeza
1701,arrastrar,60,20,20,0,0.198,Tristeza
1702,arrepentimiento,10,40,50,0,0.462,Tristeza
1703,arrepentir,10,40,50,0,0.462,Tristeza
1704,asolar,10,40,30,20,0.53,Tristeza
1705,atormentadamente,10,40,40,10,0.496,Tristeza
1706,atormentar,10,40,30,20,0.53,Tristeza
1707,atribular,10,30,50,10,0.529,Tristeza
1708,atrición,10,30,60,0,0.495,Tristeza
1709,avergonzar,20,70,10,0,0.297,Tristeza
1710,bajo,40,40,20,0,0.264,Tristeza
1711,cabizbajo,0,0,30,70,0.898,Tristeza
1712,cabizcaído,0,0,30,70,0.898,Tristeza
1713,caer,10,20,70,0,0.528,Tristeza
1714,caerse,10,40,50,0,0.462,Tristeza
1715,caída,20,10,60,10,0.529,Tristeza
1716,caído,10,20,70,0,0.528,Tristeza
1717,calvario,0,10,50,40,0.763,Tristeza
1718,cancamurria,10,10,10,70,0.799,Tristeza
1719,carcel,10,20,50,20,0.596,Tristeza
1720,carecer,0,50,40,10,0.529,Tristeza
1721,cargar,40,20,40,0,0.33,Tristeza
1722,castigo,0,30,60,10,0.595,Tristeza
1723,cetrino,60,30,10,0,0.165,Tristeza
1724,compadecer,10,40,20,30,0.564,Tristeza
1725,compasión,0,40,30,30,0.63,Tristeza
1726,compasivo,0,40,30,30,0.63,Tristeza
1727,compunción,20,40,20,20,0.464,Tristeza
1728,compungidamente,40,30,20,10,0.331,Tristeza
1729,compungir,20,50,20,10,0.397,Tristeza
1730,condolencia,0,0,60,40,0.796,Tristeza
1731,condoler,0,0,60,40,0.796,Tristeza
1732,confuso,40,50,10,0,0.231,Tristeza
1733,congoja,20,20,50,10,0.496,Tristeza
1734,congojoso,10,30,50,10,0.529,Tristeza
1735,consternación,0,30,60,10,0.595,Tristeza
1736,contrición,10,50,40,0,0.429,Tristeza
1737,contristar,0,30,40,30,0.663,Tristeza
1738,contrito,0,40,30,30,0.63,Tristeza
1739,crisis,0,20,50,30,0.696,Tristeza
1740,cuita,0,20,40,40,0.73,Tristeza
1741,cuitado,20,10,40,30,0.597,Tristeza
1742,culpa,20,20,20,40,0.598,Tristeza
1743,culpabilidad,10,30,20,40,0.631,Tristeza
1744,culpable,20,30,10,40,0.565,Tristeza
1745,culpado,10,30,20,40,0.631,Tristeza
1746,culposo,10,30,20,40,0.631,Tristeza
1747,dañino,10,20,60,10,0.562,Tristeza
1748,debilitar ,20,60,20,0,0.33,Tristeza
1749,decaer,0,10,60,30,0.729,Tristeza
1750,decaído,0,10,30,60,0.831,Tristeza
1751,decaimiento,0,10,40,50,0.797,Tristeza
1752,decepción,0,0,30,70,0.898,Tristeza
1753,decepcionar,0,0,30,70,0.898,Tristeza
1754,defectuoso,20,60,20,0,0.33,Tristeza
1755,deficiente,20,50,30,0,0.363,Tristeza
1756,dejarse,70,10,0,20,0.233,Tristeza
1757,dejazón,70,20,0,10,0.166,Tristeza
1758,deplorable,0,50,30,20,0.563,Tristeza
1759,deplorablemente,0,50,30,20,0.563,Tristeza
1760,deplorar,10,40,30,20,0.53,Tristeza
1761,depresión,0,0,30,70,0.898,Tristeza
1762,depresivo,0,0,30,70,0.898,Tristeza
1763,deprimente,0,0,30,70,0.898,Tristeza
1764,deprimir,0,0,40,60,0.864,Tristeza
1765,derribado,10,30,40,20,0.563,Tristeza
1766,derribar,30,30,20,20,0.431,Tristeza
1767,derrota,0,20,30,50,0.764,Tristeza
1768,desafortunado,0,0,30,70,0.898,Tristeza
1769,desalentadamente,0,10,40,50,0.797,Tristeza
1770,desalentar,0,20,30,50,0.764,Tristeza
1771,desaliento,0,10,40,50,0.797,Tristeza
1772,desalojar,10,40,40,10,0.496,Tristeza
1773,desamparar,0,30,50,20,0.629,Tristeza
1774,desamparo,0,40,40,20,0.596,Tristeza
1775,desanimado,0,10,60,30,0.729,Tristeza
1776,desanimar,0,10,60,30,0.729,Tristeza
1777,desánimo,0,0,70,30,0.762,Tristeza
1778,desaquellar ,0,40,40,20,0.596,Tristeza
1779,desarrapado,40,60,0,0,0.198,Tristeza
1780,desastrado,50,40,0,10,0.232,Tristeza
1781,desazón,60,30,10,0,0.165,Tristeza
1782,desazonar,60,30,10,0,0.165,Tristeza
1783,descaecimiento,40,30,20,10,0.331,Tristeza
1784,descomponer,30,60,10,0,0.264,Tristeza
1785,desconsolado,0,0,50,50,0.83,Tristeza
1786,desconsolador,0,20,40,40,0.73,Tristeza
1787,desconsolar,0,20,40,40,0.73,Tristeza
1788,desconsuelo,0,0,50,50,0.83,Tristeza
1789,descontento,20,50,20,10,0.397,Tristeza
1790,descorazonamiento,10,60,20,10,0.43,Tristeza
1791,descorazonar ,10,50,30,10,0.463,Tristeza
1792,descuajar,50,40,10,0,0.198,Tristeza
1793,desdicha,0,0,50,50,0.83,Tristeza
1794,desdichado,0,0,50,50,0.83,Tristeza
1795,desengaño,0,30,40,30,0.663,Tristeza
1796,desesperación,20,40,20,20,0.464,Tristeza
1797,desesperadamente,20,40,20,20,0.464,Tristeza
1798,desesperanza,10,20,20,50,0.698,Tristeza
1799,desesperanzar,10,0,40,50,0.764,Tristeza
1800,desesperar,50,20,10,20,0.332,Tristeza
1801,desestimar,60,10,20,10,0.265,Tristeza
1802,desestimular,50,20,30,0,0.264,Tristeza
1803,desfallecer,20,30,50,0,0.429,Tristeza
1804,desfallecimiento,20,30,50,0,0.429,Tristeza
1805,desgarrador,20,20,30,30,0.564,Tristeza
1806,desgarro,30,30,30,10,0.397,Tristeza
1807,desgastar,40,30,10,20,0.365,Tristeza
1808,desgracia,0,0,50,50,0.83,Tristeza
1809,desgraciar,10,0,50,40,0.73,Tristeza
1810,deshecho,10,50,10,30,0.531,Tristeza
1811,deshincharse,70,30,0,0,0.099,Tristeza
1812,deshonrar,10,50,40,0,0.429,Tristeza
1813,desierto,70,30,0,0,0.099,Tristeza
1814,desinflar ,40,60,0,0,0.198,Tristeza
1815,deslucir,60,40,0,0,0.132,Tristeza
1816,desmadejado,60,30,10,0,0.165,Tristeza
1817,desmalazado,40,40,20,0,0.264,Tristeza
1818,desmayadamente,60,40,0,0,0.132,Tristeza
1819,desmayado,60,40,0,0,0.132,Tristeza
1820,desmayar,70,30,0,0,0.099,Tristeza
1821,desmedrar,60,30,10,0,0.165,Tristeza
1822,desmoralización,20,10,60,10,0.529,Tristeza
1823,desmoralizador,0,30,60,10,0.595,Tristeza
1824,desmoralizante,0,30,60,10,0.595,Tristeza
1825,desmoralizar,10,20,60,10,0.562,Tristeza
1826,desmotivar,0,0,70,30,0.762,Tristeza
1827,desolación,0,0,70,30,0.762,Tristeza
1828,desolar,0,10,60,30,0.729,Tristeza
1829,despojar,0,60,30,10,0.496,Tristeza
1830,desposeer,40,30,30,0,0.297,Tristeza
1831,desprivar,50,20,30,0,0.264,Tristeza
1832,desprotección,40,40,20,0,0.264,Tristeza
1833,desprotegido,30,30,40,0,0.363,Tristeza
1834,destartalado,10,80,10,0,0.33,Tristeza
1835,destrozo,0,40,50,10,0.562,Tristeza
1836,desventura,0,10,60,30,0.729,Tristeza
1837,desventurado,10,10,60,20,0.629,Tristeza
1838,devastar,0,20,30,50,0.764,Tristeza
1839,doler,10,0,40,50,0.764,Tristeza
1840,doliente,10,0,20,70,0.832,Tristeza
1841,dolor,10,0,20,70,0.832,Tristeza
1842,dolorido,10,0,20,70,0.832,Tristeza
1843,doloroso,10,0,10,80,0.866,Tristeza
1844,duelo,30,10,40,20,0.497,Tristeza
1845,echar,70,30,0,0,0.099,Tristeza
1846,encoger ,40,40,20,0,0.264,Tristeza
1847,encuitar,60,20,10,10,0.232,Tristeza
1848,enervar ,50,30,20,0,0.231,Tristeza
1849,enfermedad,0,30,50,20,0.629,Tristeza
1850,enflaquecer,10,30,40,20,0.563,Tristeza
1851,enlutar,0,10,40,50,0.797,Tristeza
1852,ensombrecer,0,30,30,40,0.697,Tristeza
1853,entristecedor,0,10,10,80,0.899,Tristeza
1854,entristecer,0,0,20,80,0.932,Tristeza
1855,entristecimiento,0,10,10,80,0.899,Tristeza
1856,escarmentar,20,70,0,10,0.331,Tristeza
1857,escasez,20,60,0,20,0.398,Tristeza
1858,escaso,30,50,0,20,0.365,Tristeza
1859,esplín,50,0,10,40,0.466,Tristeza
1860,estragar,60,30,10,0,0.165,Tristeza
1861,flaquear,10,60,30,0,0.396,Tristeza
1862,flaqueza,20,50,30,0,0.363,Tristeza
1863,flébil,10,10,40,40,0.697,Tristeza
1864,frío,40,60,0,0,0.198,Tristeza
1865,frustación,20,40,40,0,0.396,Tristeza
1866,fúnebre,10,0,60,30,0.696,Tristeza
1867,fúnebremente,10,0,70,20,0.662,Tristeza
1868,funeral,0,10,50,40,0.763,Tristeza
1869,funerario,10,0,40,50,0.764,Tristeza
1870,funesto,10,50,20,20,0.497,Tristeza
1871,grave,10,50,30,10,0.463,Tristeza
1872,gris,20,20,30,30,0.564,Tristeza
1873,hambre,40,30,20,10,0.331,Tristeza
1874,huérfano,0,20,30,50,0.764,Tristeza
1875,humilde,20,40,40,0,0.396,Tristeza
1876,humillar,10,40,40,10,0.496,Tristeza
1877,hundido,20,20,50,10,0.496,Tristeza
1878,hundir,40,0,40,20,0.464,Tristeza
1879,hundírsele,60,10,10,20,0.299,Tristeza
1880,imperfecto,40,50,10,0,0.231,Tristeza
1881,impotencia,10,40,30,20,0.53,Tristeza
1882,impotente,30,20,30,20,0.464,Tristeza
1883,inconforme,40,20,40,0,0.33,Tristeza
1884,inconformidad,50,20,30,0,0.264,Tristeza
1885,inconsolable,20,0,20,60,0.732,Tristeza
1886,indigente,30,40,10,20,0.398,Tristeza
1887,infausto,10,40,30,20,0.53,Tristeza
1888,infectar,30,50,20,0,0.297,Tristeza
1889,infedelidad,20,10,40,30,0.597,Tristeza
1890,infelicidad,0,0,30,70,0.898,Tristeza
1891,infeliz,0,0,10,90,0.966,Tristeza
1892,inferior,40,40,20,0,0.264,Tristeza
1893,infortunado,0,20,40,40,0.73,Tristeza
1894,infortunio,0,10,60,30,0.729,Tristeza
1895,inhabitado,30,40,30,0,0.33,Tristeza
1896,injusticia,10,40,40,10,0.496,Tristeza
1897,inmoral,30,20,30,20,0.464,Tristeza
1898,innoble,30,10,50,10,0.463,Tristeza
1899,inquietud,60,10,30,0,0.231,Tristeza
1900,insatisfacción,50,10,40,0,0.297,Tristeza
1901,insatisfecho,50,10,30,10,0.331,Tristeza
1902,lacerar,10,30,50,10,0.529,Tristeza
1903,laceria,10,50,30,10,0.463,Tristeza
1904,lacrimoso,10,20,40,30,0.63,Tristeza
1905,lágrima,0,10,50,40,0.763,Tristeza
1906,lagrimar,0,10,50,40,0.763,Tristeza
1907,lágrimas,0,10,50,40,0.763,Tristeza
1908,lagrimear,0,0,70,30,0.762,Tristeza
1909,lagrimoso,0,20,60,20,0.662,Tristeza
1910,laido,20,20,40,20,0.53,Tristeza
1911,lamentable,10,10,60,20,0.629,Tristeza
1912,lamentablemente,20,10,40,30,0.597,Tristeza
1913,lamentar,0,10,60,30,0.729,Tristeza
1914,lamento,0,10,60,30,0.729,Tristeza
1915,lamentoso,0,10,60,30,0.729,Tristeza
1916,lánguidamente,0,60,30,10,0.496,Tristeza
1917,lánguido,10,40,40,10,0.496,Tristeza
1918,larga,80,20,0,0,0.066,Tristeza
1919,lastima,0,20,40,40,0.73,Tristeza
1920,lastimeramente,10,0,60,30,0.696,Tristeza
1921,lastimero,10,0,50,40,0.73,Tristeza
1922,lastimoso,0,10,50,40,0.763,Tristeza
1923,llanto,0,10,20,70,0.865,Tristeza
1924,llorar,0,10,20,70,0.865,Tristeza
1925,llorón,0,10,50,40,0.763,Tristeza
1926,lloroso,0,10,40,50,0.797,Tristeza
1927,lóbregamente,10,50,30,10,0.463,Tristeza
1928,lóbrego,20,40,20,20,0.464,Tristeza
1929,luctuosamente,0,0,50,50,0.83,Tristeza
1930,luctuoso,0,0,30,70,0.898,Tristeza
1931,lúgubre,0,10,20,70,0.865,Tristeza
1932,lugubres,0,10,20,70,0.865,Tristeza
1933,luto,0,0,20,80,0.932,Tristeza
1934,lutoso,0,0,20,80,0.932,Tristeza
1935,macabro,60,30,0,10,0.199,Tristeza
1936,mal,40,10,30,20,0.431,Tristeza
1937,malandante,20,50,30,0,0.363,Tristeza
1938,malaventurado,10,20,40,30,0.63,Tristeza
1939,malcontento,20,10,50,20,0.563,Tristeza
1940,maldito,20,80,0,0,0.264,Tristeza
1941,malhadado,0,50,40,10,0.529,Tristeza
1942,malhumorar,40,30,30,0,0.297,Tristeza
1943,malo,50,30,10,10,0.265,Tristeza
1944,maltrecho,30,40,30,0,0.33,Tristeza
1945,melancolía,0,10,20,70,0.865,Tristeza
1946,melancólicamente,0,10,20,70,0.865,Tristeza
1947,melancólico,0,10,20,70,0.865,Tristeza
1948,menesteroso,0,60,40,0,0.462,Tristeza
1949,menguante,70,30,0,0,0.099,Tristeza
1950,mezquinamente,40,50,10,0,0.231,Tristeza
1951,mezquindad,30,70,0,0,0.231,Tristeza
1952,miserable,0,20,70,10,0.628,Tristeza
1953,miserablemente,0,10,80,10,0.661,Tristeza
1954,míseramente,0,40,40,20,0.596,Tristeza
1955,miseria,0,40,40,20,0.596,Tristeza
1956,mísero,0,40,50,10,0.562,Tristeza
1957,misérrimamente,10,50,30,10,0.463,Tristeza
1958,molestar,60,40,0,0,0.132,Tristeza
1959,morriña,30,20,10,40,0.532,Tristeza
1960,muerte,0,10,20,70,0.865,Tristeza
1961,muerto,0,30,20,50,0.731,Tristeza
1962,mustiamente,50,20,20,10,0.298,Tristeza
1963,mustio,50,10,20,20,0.365,Tristeza
1964,necesitado,20,30,30,20,0.497,Tristeza
1965,nefasto,30,40,30,0,0.33,Tristeza
1966,negro,40,60,0,0,0.198,Tristeza
1967,nocturno,90,10,0,0,0.033,Tristeza
1968,nostálgico,0,10,30,60,0.831,Tristeza
1969,obscuridad,40,50,0,10,0.265,Tristeza
1970,obscuro,40,50,0,10,0.265,Tristeza
1971,onerosamente,50,50,0,0,0.165,Tristeza
1972,opacidad,50,20,30,0,0.264,Tristeza
1973,opresión,40,40,20,0,0.264,Tristeza
1974,opresivamente,10,60,30,0,0.396,Tristeza
1975,opresivo,10,70,20,0,0.363,Tristeza
1976,oprimente,10,60,30,0,0.396,Tristeza
1977,oprimir,50,40,10,0,0.198,Tristeza
1978,oscuramente,90,10,0,0,0.033,Tristeza
1979,oscurecer,80,20,0,0,0.066,Tristeza
1980,oscuridad,70,30,0,0,0.099,Tristeza
1981,oscuro,80,20,0,0,0.066,Tristeza
1982,padecer,10,50,40,0,0.429,Tristeza
1983,padecimiento,10,50,40,0,0.429,Tristeza
1984,panteón,0,50,30,20,0.563,Tristeza
1985,partir,10,20,50,20,0.596,Tristeza
1986,patético,60,30,10,0,0.165,Tristeza
1987,paupérrimamente,50,40,0,10,0.232,Tristeza
1988,paupérrimo,60,20,10,10,0.232,Tristeza
1989,pena,0,10,70,20,0.695,Tristeza
1990,penalidad,40,30,20,10,0.331,Tristeza
1991,penar,0,20,70,10,0.628,Tristeza
1992,penitencia,0,60,30,10,0.496,Tristeza
1993,penitente,0,60,30,10,0.496,Tristeza
1994,penosamente,20,40,40,0,0.396,Tristeza
1995,penoso,20,50,30,0,0.363,Tristeza
1996,penumbra,30,40,20,10,0.364,Tristeza
1997,perder,10,10,60,20,0.629,Tristeza
1998,pérdida,0,0,40,60,0.864,Tristeza
1999,perseguir,40,50,10,0,0.231,Tristeza
2000,perverso,60,40,0,0,0.132,Tristeza
2001,pesadumbre,0,60,30,10,0.496,Tristeza
2002,pesar,10,20,60,10,0.562,Tristeza
2003,pesaroso,20,20,50,10,0.496,Tristeza
2004,pesimismo,30,10,60,0,0.429,Tristeza
2005,pisotear,20,60,20,0,0.33,Tristeza
2006,pobre,0,60,40,0,0.462,Tristeza
2007,pobremente,20,40,40,0,0.396,Tristeza
2008,pobrete,30,30,40,0,0.363,Tristeza
2009,pobreto,40,10,50,0,0.363,Tristeza
2010,pobreza,20,40,40,0,0.396,Tristeza
2011,podrir,30,50,20,0,0.297,Tristeza
2012,preocupar,20,20,60,0,0.462,Tristeza
2013,presionar,40,40,20,0,0.264,Tristeza
2014,privar,0,60,30,10,0.496,Tristeza
2015,quebranto,0,20,70,10,0.628,Tristeza
2016,reducir,70,30,0,0,0.099,Tristeza
2017,remordimiento,10,10,70,10,0.595,Tristeza
2018,ruina,20,40,30,10,0.43,Tristeza
2019,serio,60,40,0,0,0.132,Tristeza
2020,soledad,0,10,50,40,0.763,Tristeza
2021,solitario,0,0,50,50,0.83,Tristeza
2022,sollozar,10,0,30,60,0.798,Tristeza
2023,solo,0,10,60,30,0.729,Tristeza
2024,sombrío,10,70,10,10,0.397,Tristeza
2025,sufrimiento,0,0,30,70,0.898,Tristeza
2026,sufrir,0,0,30,70,0.898,Tristeza
2027,sumisamente,0,80,10,10,0.43,Tristeza
2028,taciturnidad,20,50,10,20,0.431,Tristeza
2029,taciturno,10,60,10,20,0.464,Tristeza
2030,temor,60,20,20,0,0.198,Tristeza
2031,tenebrosamente,60,20,20,0,0.198,Tristeza
2032,tenebrosidad,70,20,10,0,0.132,Tristeza
2033,tenebroso,70,20,10,0,0.132,Tristeza
2034,tétrico,60,30,0,10,0.199,Tristeza
2035,tormento,10,40,30,20,0.53,Tristeza
2036,triste,0,0,10,90,0.966,Tristeza
2037,tristemente,0,0,10,90,0.966,Tristeza
2038,tristeza,0,0,10,90,0.966,Tristeza
2039,trizas,30,20,30,20,0.464,Tristeza
2040,vejación,30,50,20,0,0.297,Tristeza
2041,vejar,20,40,40,0,0.396,Tristeza
2042,vergonzoso,40,50,10,0,0.231,Tristeza
2043,zangarriana ,20,20,40,20,0.53,Tristeza
